Name,Year
The Erotic Man ,2010
The Errand Boy ,1961
The Escape ,1998
The Escape of Prisoner 614 ,2018
The Escort ,2015
The Eternal Zero ,2013
The Etruscan Smile ,2018
The Even Stevens Movie ,2003
The Evening Star ,1996
The Evictors ,1979
The Evil Down the Street ,2019
The Evil Inside Her ,2019
The Evil That Men Do ,1984
The Evil Within ,2017
The Ex-Mrs. Bradford ,1936
The Exception ,2016
The Executioners ,2018
The Exorcism ,2013
The Exorcism of Anna Ecklund ,2016
The Exorcism of Molly Hartley ,2015
The Exorcist III: Legion ,1990
The Expendables 3 ,2014
The Experiment ,2010
The Expert ,2014
The Extendables ,2014
The Exterminator ,1980
The Extraordinary Journey of the Fakir ,2018
The Eyes ,2017
The Eyes Of My Mother ,2016
The Eyes of Orson Welles ,2018
The Fabulous Baker Boys ,1989
The Face Behind the Mask ,1941
The Face of an Angel ,2014
The Face of Love ,2013
The Face Reader ,2013
The Faith of Anna Waters ,2016
The Fake News with Ted Nelms ,2017
The Fall of the Roman Empire ,1964
The Fallen ,2004
The Fallen Idol ,1948
The Falling ,2014
The Falls ,2012
The Family ,2013
The Family Fang ,2015
The Family Man ,2000
The Family Stone ,2005
The Family That Preys ,2008
The Fan ,1949
The Fan ,1996
The Fanatic Search 2 - A Girl Thing ,2011
The Fantasy of Deer Warrior ,1961
The Far Green Country ,2018
The Far Side of Jericho ,2006
The Farm ,2018
The Farmer Takes a Wife ,1935
The Farmer's Wife ,1928
The Farthest ,2017
The Fatal Glass of Beer ,1933
The Fatality ,2009
The Fate of the Furious ,2017
The Fault in Our Stars ,2014
The Favourite ,2018
The Fear of 13 ,2015
The Feels ,2017
The Female Brain ,2017
The Festival ,2018
The Field Guide to Evil ,2018
The Fields ,2011
The Fifth Estate ,2013
The Fifth Floor ,1978
The Fighting Chefs ,2013
The Fighting Kentuckian ,1949
The Fighting Seabees ,1944
The Fighting Temptations ,2003
The File on Thelma Jordon ,1950
The Filth and the Fury ,2000
The Final Conflict ,1981
The Final Girls ,2015
The Final Master ,2015
The Final Member ,2012
The Final Terror ,1983
The Final Wish ,2018
The Finest Hours ,2016
The Firing Line ,1988
The Firm ,1993
The Firm ,1989
The First Born ,2015
The First Date ,2017
The First Legion ,1951
The First Power ,1990
The First Purge ,2018
The First Turn-On ,1983
The First Wives Club ,1996
The Fisherman ,2015
The Fits ,2015
The Fitzgerald Family Christmas ,2012
The Five People You Meet in Heaven ,2004
The Fix It Boys ,2017
The Flight Before Christmas ,2008
The Flight of Dragons ,1982
The Flight of the Phoenix ,1965
The Flintstones ,1994
The Flintstones & WWE: Stone Age Smackdown ,2015
The Flintstones Meet Rockula and Frankenstone ,1980
The Flock ,2007
The Florida Project ,2017
The Fluffer ,2001
The Fluffy Movie ,2014
The Fly ,1958
The Fly II ,1989
The Flying Swords of Dragon Gate ,2011
The Fog ,1980
The Fog ,2005
The Fold ,2013
The Follower ,2016
The Footballest ,2018
The Forbidden Chapter ,2006
The Forbidden Dimensions ,2013
The Forbidden Girl ,2013
The Forbidden Room ,2015
The Foreigner ,2017
The Forest ,2016
The Forest of the Lost Souls ,2017
The Forger ,2014
The Forger ,2012
The Forgiven ,2017
The Forsaken ,2001
The Fortress ,2017
The Founder ,2016
The Founding Of An Army ,2017
The Fountain of Youth ,1958
The Four ,2012
The Four 2 ,2013
The Four Feathers ,2002
The Four Feathers ,1939
The Fourth Dimension ,2012
The Fourth Phase ,2016
The Fourth War ,1990
The Fox and the Hare ,1973
The Frame ,2014
The Free State of Jones ,2016
The Free World ,2016
The French Connection II ,1975
The French Lieutenant's Woman ,1981
The Freshman ,1990
The Front ,1976
The Front Page ,1974
The Front Runner ,2018
The Frontier ,2015
The Frozen Ground ,2013
The Fugitive ,1947
The Fugitive Kind ,1960
The Full Treatment ,1960
The Fundamentals of Caring ,2016
The Funhouse Massacre ,2015
The Fury of a Patient Man ,2016
The Gabby Douglas Story ,2014
The Gallant Little Tailor ,1957
The Galloping Major ,1951
The Gallows ,2015
The Gambler ,2014
The Game Changer ,2017
The Gamechangers ,2015
The Gamers: Dorkness Rising ,2008
The Gamers: Hands of Fate ,2013
The Gang's All Here ,1943
The Garden of Allah ,1936
The Gatehouse ,2016
The Gatekeepers ,2012
The Gateway ,2018
The Gauntlet ,1977
The Gay Divorcee ,1934
The Gene Krupa Story ,1959
The General Died at Dawn ,1946
The General's Daughter ,1999
The Genesis Code ,2010
The Gentle Sex ,1943
The Gentleman Driver ,2018
The German Doctor (Wakolda) ,2013
The Gerson Miracle ,2004
The Ghastly Love of Johnny X ,2012
The Ghazi Attack ,2017
The Ghost and Mrs. Muir ,1947
The Ghost Breakers ,1940
The Ghost Goes West ,1935
The Ghost Ship ,1943
The Ghoul ,2016
The Giant Behemoth ,1959
The Giant Killer ,2017
The Giant Mechanical Man ,2012
The Gift ,2015
The Gilligan Manifesto ,2018
The Gingerbread Man ,1998
The Girl Can't Help It ,1956
The Girl Downstairs ,1938
The Girl from the Marsh Croft ,1935
The Girl in the Cafe ,2005
The Girl in the Photographs ,2015
The Girl in the Spider's Web ,2018
The Girl Is in Trouble ,2015
The Girl King ,2015
The Girl Next Door ,2004
The Girl on the Train ,2013
The Girl Who Invented Kissing ,2017
The Girl Who Leapt Through Time ,2006
The Girl with All the Gifts ,2016
The Girl with the Golden Eyes ,1961
The Giver ,2014
The Glass Bottom Boat ,1966
The Glass Castle ,2017
The Glass Key ,1942
The Glass Shield ,1994
The Glass Slipper ,1955
The Glass Wall ,1953
The Glorious Seven ,2019
The Gnome-Mobile ,1967
The Go-Between ,2015
The Go-Between ,1970
The Go-Getters ,2018
The Goddess of 1967 ,2000
The Golden Arrow ,1936
The Golden Blade ,1953
The Golden Monk ,2017
The Golden Scallop ,2013
The Golem ,2018
The Golf Specialist ,1930
The Goob ,2014
The Good Catholic ,2017
The Good Dinosaur ,2015
The Good Earth ,1937
The Good Lie ,2014
The Good Neighbor ,2016
The Good Student ,2006
The Good Thief ,2004
The Good Witch ,2008
The Good Witch's Destiny ,2013
The Good Witch's Garden ,2009
The Good Witch's Gift ,2010
The Good Witch's Wonder ,2014
"The Good, the Bad, and Huckleberry Hound ",1988
The Goodbye Girl ,1977
The Gospel ,2005
The Gospel According to Andre ,2017
The Gown ,2018
The Gracefield Incident ,2017
The Grand Budapest Hotel ,2014
The Grand Duel ,1972
The Grand Heist ,2012
The Grand Seduction ,2013
The Grandmaster (Yi dai zong shi) ,2013
The Graveyard ,2006
The Greasy Strangler ,2016
The Great & The Small ,2016
The Great Battle ,2018
The Great Buddha + ,2017
The Great Commandment ,1939
The Great Father ,2017
The Great Gatsby ,2013
The Great Gilly Hopkins ,2016
The Great Hack ,2019
The Great Hip Hop Hoax ,2013
The Great Invisible ,2014
The Great Lie ,1941
The Great Locomotive Chase ,1956
The Great Lover ,1931
The Great Man's Lady ,1942
The Great Martian War 1913 - 1917 ,2013
The Great Masquerade ,1974
The Great McGinty ,1940
The Great Outdoors ,1988
The Great Pretender ,2018
The Great Raid ,2005
The Great Scout & Cathouse Thursday ,1976
The Great Sioux Massacre ,1965
The Great Waldo Pepper ,1975
The Great Wall ,2016
The Great White Hope ,1970
The Great Ziegfeld ,1936
The Greatest Showman ,2017
The Green Berets ,1968
The Green Inferno ,2013
The Green Prince ,2014
"The Green, Green Grass of Home ",1982
The Grey Matter ,2014
The Grey Zone ,2001
The Grief Tourist ,2012
The Grift ,2008
The Grim Sleeper ,2014
The Grinch ,2018
The Grinch Grinches the Cat in the Hat ,1982
The Gruffalo ,2009
The Gruffalo's Child ,2011
The Guard of Auschwitz ,2018
The Guardian ,1990
The Guardians ,2017
The Guernsey Literary and Potato Peel Pie Society ,2018
The Guest ,2014
The Guilty ,2018
The Gun and the Pulpit ,1974
The Gunman ,2015
The Hallelujah Trail ,1965
The Hamiltons ,2006
The Hand That Rocks the Cradle ,1992
The Handmaid's Tale ,1990
The Handmaiden ,2016
The Hanging Tree ,1959
The Hangover Part III ,2013
The Happiest Day in the Life of Olli Maki ,2016
The Happiest Day in the Life of Olli MÃ¤ki ,2016
The Happy Ending ,1969
The Happy Film ,2016
The Happy Prince ,2018
The Happytime Murders ,2018
The Hard Corps ,2006
The Hard Way ,2019
The Harder They Fall ,1956
The Hardy Bucks Movie ,2013
The Harrow ,2016
The Harry Hill Movie ,2013
The Harvest ,2013
The Harvest of Sorrow ,1998
The Harvey Girls ,1946
The Hasty Heart ,1949
The Hate U Give ,2018
The Hateful Eight ,2015
The Hatton Garden Job ,2017
The Haunted Lantern ,1998
The Haunted Mansion ,2003
The Haunting Hour: Don't Think About It ,2007
The Haunting in Connecticut 2: Ghosts of Georgia ,2013
The Haunting of Borley Rectory ,2019
The Haunting of Morella ,1990
The Haunting of Sharon Tate ,2019
The Hawaiians ,1970
The Head Hunter ,2019
The Healer ,2017
The Hearse ,1980
The Heart Is a Lonely Hunter ,1968
The Heart of Me ,2002
The Heat ,2013
The Heiresses ,2018
The Hero ,2017
The Hero of Color City ,2014
The Hero: Love Story of a Spy ,2003
The Heroes of Evil ,2015
The Heroes of Telemark ,1965
The Heron and the Crane ,1974
The Hessen Conspiracy ,2009
The Heyday of the Insensitive Bastards ,2017
The High and the Mighty ,1954
The Highwaymen ,2019
The Hill ,1965
The Hills Have Eyes Part II ,1984
The Himalayas ,2015
The Hindenburg ,1975
The Hip Hop Project ,2006
The Hippopotamus ,2017
The Hired Hand ,1971
The History of Love ,2016
The History of Mr. Polly ,1949
The Hit ,1984
The Hitch-Hiker ,1953
The Hitchhiker's Guide to the Galaxy ,2005
The Hitman ,1991
The Hitman Agency ,2018
The Hitman's Bodyguard ,2017
The Hive ,2008
The Hoard ,2018
The Hoarder ,2015
The Hobbit ,1966
The Hobbit ,1977
The Hobbit: An Unexpected Journey ,2012
The Hobbit: The Battle of the Five Armies ,2014
The Hobbit: The Desolation of Smaug ,2013
The Holding ,2011
The Hole in the Ground ,2019
The Holiday ,2006
The Holiday Calendar ,2018
The Hollars ,2016
The Hollow ,2015
The Hollow Child ,2017
The Hollow One ,2017
The Hollow Point ,2016
The Holly Kane Experiment ,2017
The Holy Fail ,2018
The Holy Mountain ,1973
The Homeless Student ,2008
The Homesman ,2014
The Honeymoon Machine ,1961
The Honor Farm ,2017
The Honor List ,2018
The Honorary Consul ,1983
The Honour of the House ,1999
The Hooligan Factory ,2014
The Horde ,2016
The Hornet's Nest ,2014
The Horror of Frankenstein ,1970
The Horse in the Gray Flannel Suit ,1968
The Horse Whisperer ,1998
The Host ,2013
The Host ,2006
The Hot Chick ,2002
The Hot Flashes ,2013
The Hotel New Hampshire ,1984
The Hound of the Baskervilles ,2002
The Hound of the Baskervilles ,1983
The Hour of the Pig ,1993
The House ,2017
The House of Magic ,2013
The House of Mirth ,2000
The House of Murderers ,2019
The House of Rothschild ,1934
The House Of The Seven Gables ,1940
The House of Tomorrow ,2018
The House of Violent Desire ,2017
The House of Yes ,1997
The House on 92nd Street ,1945
The House on Mansfield Street ,2018
The House on Telegraph Hill ,1951
The House That Dripped Blood ,1971
The House That Jack Built ,2018
The House Where Evil Dwells ,1982
The House with a Clock in Its Walls ,2018
The Householder ,1963
The Housemaid ,2016
The Houston Story ,1956
The Howling ,1981
The Howling: Reborn ,2011
The Human Centipede 3 (Final Sequence) ,2015
The Human Experience ,2008
The Human Race ,2013
The Human Shield ,1992
The Humanity Bureau ,2017
The Humbling ,2014
The Hummingbird Project ,2018
The Hundred-Foot Journey ,2014
The Hunger Games: Catching Fire ,2013
The Hunger Games: Mockingjay - Part 1 ,2014
The Hunger Games: Mockingjay - Part 2 ,2015
The Hungover Games ,2014
The Hunted ,2003
The Hunters ,2013
The Hunters ,2011
The Hunters ,1958
The Hunting ,2017
The Hunting Ground ,2015
The Huntresses ,2014
The Huntsman Winter's War ,2016
The Hurricane ,1999
The Hurricane ,1937
The Hurricane Heist ,2018
The Hustle ,2019
The Ice Cream Truck ,2017
The Iceman ,2012
The Iceman Cometh ,1973
The Identical ,2014
The Idolmaker ,1980
The Image ,1975
The Imitation Game ,2014
The Immigrant ,2013
The Immortal Life of Henrietta Lacks ,2017
The Immortal Story ,1968
The Immortal Wars: Resurgence ,2019
The Imposter ,2012
The Impostors ,1998
The In-Laws ,2003
The In-Laws ,1979
The Inbetweeners 2 ,2014
The Incantation ,2018
The Incident ,2011
The Incredible 2-Headed Transplant ,1971
The Incredible Burt Wonderstone ,2013
The Incredible Jessica James ,2017
The Incubus ,1982
The Indian Fighter ,1955
The Indian in the Cupboard ,1995
The Inevitable Defeat of Mister & Pete ,2013
The Infiltrator ,2016
The Informant! ,2009
The Informer ,1935
The Inhabitants ,2015
The Inland Road ,2017
The Innkeepers ,2011
The Innocent ,1993
The Inspector General ,1949
The Institute ,2013
The Insult ,2017
The Intent ,2016
The Intent 2: The Come Up ,2018
The Interestings ,2016
The Intern ,2015
The Internecine Project ,1974
The Internet's Own Boy: The Story of Aaron Swartz ,2014
The Internship ,2013
The Intervention ,2016
The Interview ,2014
The Intruder ,2019
The Inventor: Out for Blood in Silicon ,2019
The Invincible Iron Man ,2007
The Invisible Guardian ,2017
The Invisible Guest ,2016
The Invisible Man ,1933
The Invisible Man Returns ,1940
The Invisible Men ,2012
The Invisible Ray ,1936
The Invisible Woman ,2013
The Invisible Woman ,1940
The Invitation ,2015
The Invoking 2 ,2015
The Ipcress File ,1965
The Iron Giant ,1999
The Iron Heel of Oligarchy ,1998
The Isle ,2019
The Italian Key ,2011
The Itch of the Golden Nit ,2011
The Jackie Robinson Story ,1950
The Jade Pendant ,2017
The January Man ,1989
The Jazz Singer ,1927
The Jerk Theory ,2009
The Jesus Film ,1979
The Jihadis Next Door ,2016
The Joke Thief ,2018
The Jolson Story ,1946
The Joneses ,2009
The Journey ,2014
The Journey is the Destination ,2016
The Judge ,2014
The Jungle ,2013
The Jungle Book ,1994
The Jungle Book ,2016
The Jungle Book: Mowgli's Story ,1998
The Junk Shop ,1965
The Jurassic Games ,2018
The Juror ,1996
The Karate Dog ,2005
"The Karate Kid, Part II ",1986
"The Karate Kid, Part III ",1989
The Karma Killings ,2016
The Keeping Hours ,2017
The Keeping Room ,2014
The Keys of the Kingdom ,1944
The Kid ,1921
The Kid ,2000
The Kid ,2010
The Kid & I ,2005
The Kid Who Would Be King ,2019
The Killer ,2017
The Killer Downstairs ,2019
The Killer Is Loose ,1956
The Killer That Stalked New York ,1950
The Killers ,1946
The Killers ,1964
The Killing Fields ,1984
The Killing of a Sacred Deer ,2017
The Killing Pact ,2017
The Kindergarten Teacher ,2018
The King ,2017
The King and the Clown (Wang-ui namja) ,2005
The King of Kong: A Fistful of Quarters ,2007
The King's Speech ,2010
The Kingdom of Solomon ,2010
The Kingdom: How Fungi Made Our World ,2018
The Kings of Summer ,2013
The Kiss ,1988
The Kissing Bandit ,1948
The Kissing Booth ,2018
The Kitchen ,2012
The Knight of Shadows: Between Yin and Yang ,2019
The Knot ,2012
The Kovak Box ,2006
The Kreutzer Sonata ,2008
The L-Shaped Room ,1962
The Ladies Man ,2000
The Lady Eve ,1941
The Lady Improper ,2019
The Lady in the Van ,2015
The Ladybug ,2018
The Land ,2016
The Land Before Time II The Great Valley Adventure ,1994
The Land Before Time III: The Time of the Great Giving ,1995
The Land Before Time IX: Journey to the Big Water ,2002
The Land Before Time V: The Mysterious Island ,1997
The Land Before Time VII: The Stone of Cold Fire ,2000
The Land Before Time VIII: The Big Freeze ,2001
The Land Before Time X: The Great Longneck Migration ,2003
The Land Before Time XI: Invasion of the Tinysauruses ,2005
The Land Before Time XII: The Great Day of the Flyers ,2006
The Land Before Time XIII: The Wisdom of Friends ,2007
The Land Before Time XIV: Journey of the Brave ,2016
The Land of Rain Trees ,2015
The Land of Steady Habits ,2018
The Land of the Pharaohs ,1955
The Land That Time Forgot ,2009
The Landlord ,1970
The Langoliers ,1995
The Language Of Persuasion ,1970
The Laramie Project ,2002
The Largest Theatre in the World: Heart to Heart ,1962
The Last Angry Man ,1959
The Last Belle ,2011
The Last Black Man in San Francisco ,2019
The Last Bookshop ,2012
The Last Boy ,2019
The Last Castle ,2001
The Last Days of Disco ,1998
The Last Days on Mars ,2013
The Last Descent ,2016
The Last Dragonslayer ,2016
The Last Face ,2016
The Last Five Years ,2014
The Last Flight ,2009
The Last Flight of Noah's Ark ,1980
The Last Frontier ,1955
The Last Gangster ,1937
The Last Heist ,2016
The Last Horror Movie ,2003
The Last House on Cemetery Lane ,2015
The Last Hurrah ,1958
The Last Keepers ,2013
The Last Laugh ,2016
The Last Lear ,2007
The Last Letter ,2013
The Last Light ,2014
The Last Man ,2018
The Last Movie ,1971
The Last Movie Star ,2017
The Last Nazis: Children of the Master Race ,2009
The Last of Robin Hood ,2013
The Last of the High Kings ,1996
The Last of the Mohicans ,1992
The Last of the Mohicans ,1920
The Last Outlaw ,1993
The Last Picture Show ,1971
The Last Porn Movie ,2006
The Last Princess ,2016
The Last Push ,2012
The Last Race ,2018
The Last Rebel ,1971
The Last Ride ,2012
The Last Ride ,2004
The Last Scout ,2015
The Last Sect ,2006
The Last Sharknado: It's About Time ,2018
The Last Shot in the Bar ,2017
The Last Showing ,2014
The Last Station ,2009
The Last Step ,2012
The Last Straight Man ,2014
The Last Straw ,2016
The Last Summer ,2019
The Last Survivors ,2014
The Last Time ,2006
The Last Unicorn ,1982
The Last Waltz ,1978
The Last Whistle ,2019
The Last Will and Testament of Rosalind Leigh ,2012
The Last Witch Hunter ,2015
The Last Witness ,2018
The Last Word ,2017
The Last: Naruto the Movie ,2014
The Late Bloomer ,2016
The Laughing Mask ,2014
The Law and Jake Wade ,1958
The Lawless ,1950
The Lawless Breed ,1953
The Laws of Thermodynamics ,2018
The Layover ,2017
The Lazarus Effect ,2015
The League of Gentlemen ,1960
The Leakers ,2018
The Least of These ,2019
The Least of These: The Graham Staines Story ,2019
The Lebanese Rocket Society ,2012
The Leech Woman ,1960
The Left Ear ,2015
The Legacy of a Whitetail Deer Hunter ,2018
The Legend of 5 Mile Cave ,2019
The Legend of Awesomest Maximus ,2010
The Legend of Barney Thomson ,2015
The Legend of Ben Hall ,2016
The Legend of Cocaine Island ,2018
The Legend of Halloween Jack ,2018
The Legend of Hercules ,2014
The Legend of King Solomon ,2017
The Legend of Mor'du ,2012
The Legend of Sarila ,2013
The Legend of Secret Pass ,2019
The Legend of Suriyothai ,2001
The Legend of Tarzan ,2016
The Legends of Nethiah ,2012
The LEGO Batman Movie ,2017
The Lego Movie ,2014
The Lego Movie 2: The Second Part ,2019
The LEGO NINJAGO Movie ,2017
The Leisure Seeker ,2017
The Lennon Report ,2016
The Leopard ,1963
The Leopard Man ,1943
The Lesser Blessed ,2012
The Lesson ,2014
The Letter ,1940
The Letter ,2012
The Letter Writer ,2011
The Letters ,2014
The Letters of Death ,2006
The Levelling ,2016
The Liberator ,2013
The Libertine ,2004
The Librarian: Return to King Solomon's Mines ,2006
The Librarian: The Curse of the Judas Chalice ,2008
The Lies of the Victors ,2014
The Life and Death of Colonel Blimp ,1943
The Life and Times of Judge Roy Bean ,1972
The Lifeguard ,2013
The Light Between Oceans ,2016
The Light of the Moon ,2017
The Lighthouse ,2016
The Limehouse Golem ,2016
The Limit of Sleeping Beauty ,2017
The Lineup ,1958
The Lingering ,2018
The Lion Guard: Return of the Roar ,2015
The Lion King 1½ ,2004
The Lion King 2: Simba's Pride ,1998
The Lions Share ,2018
The List of Adrian Messenger ,1963
The Little Colonel ,1935
The Little Death ,2014
The Little Girl Who Lives Down the Lane ,1976
The Little Hours ,2017
The Little Mermaid ,2018
The Little Mermaid: Ariel's Beginning ,2008
The Little Minister ,1934
The Little Prince ,2015
The Little Prince ,1974
The Little Rascals Save the Day ,2014
The Little Stranger ,2018
The Little Witch ,2018
The Littlest Horse Thieves ,1976
The Lives of a Bengal Lancer ,1935
The Living ,2014
The Lobster ,2015
The Lodger ,1944
The Lodger ,2009
The Lodgers ,2017
The Loft ,2014
The Lone Ranger ,2013
The Lone Ranger and the Lost City of Gold ,1958
The Loneliness of the Long Distance Runner ,1962
The Lonely Guy ,1984
The Lonely Passion of Judith Hearne ,1987
The Lonely Trail ,1936
The Lonesome Mouse ,1943
The Long Dumb Road ,2018
The Long Excuse ,2016
The Long Goodbye ,1973
The Long Haul ,1957
The Long Voyage Home ,1940
The Long Walk Home ,1990
The Long Weekend ,2005
"The Long, Long Trailer ",1953
The Longest Ride ,2015
The Longest Week ,2014
The Longest Yard ,1974
The Look of Love ,2013
The Look of Silence ,2014
The Lookalike ,2014
The Looking Glass War ,1969
The Lords of Salem ,2012
The Lost Brother ,2017
The Lost City of Z ,2016
The Lost Coast ,2008
The Lost Honor of Katharina Blum ,1975
The Lost Language of Cranes ,1991
The Lost Medallion: The Adventures of Billy Stone ,2013
The Lost Patrol ,1934
The Lost Treasure of the Grand Canyon ,2008
The Lost Tree ,2016
The Lost Tribe ,2009
The Lost Viking ,2018
The Lost World ,1960
The Lost World ,1925
The Love Affair ,2015
The Love Bug ,1968
The Love Guru ,2008
The Love Punch ,2013
The Love Witch ,2016
The Loved One ,1965
The Lover ,1992
The Lovers ,2015
The Lovers and the Despot ,2016
The Loves of Carmen ,1948
The Luck of the Irish ,1948
The Luck of the Irish ,2001
The Lucky Man ,2018
The Lucky One ,2012
The Lullaby ,2018
The Lumber Baron ,2019
The Lunchbox ,2013
The Lure ,2015
The Lusty Men ,1952
The Machine ,2013
The MacKintosh Man ,1973
The Macomber Affair ,1947
The Mad Fox ,1962
The Mad Genius ,1931
The Mad Magician ,1954
The Magic Flute ,2006
The Magic Hour ,2008
The Magic of Belle Isle ,2012
The Magic Pill ,2017
The Magnificent Seven ,2016
The Maid's Room ,2013
The Majestic ,2001
The Majestic Plastic Bag ,2010
The Major and the Minor ,1942
The Making of a Lady ,2012
The Making of the Mahatma ,1996
The Malibu Bikini Shop ,1986
The Mambo Kings ,1992
The Man ,2005
The Man Behind the Throne ,2013
The Man Between ,1953
The Man Called Flintstone ,1966
The Man from Earth: Holocene ,2017
The Man from Egypt ,1916
The Man from Laramie ,1955
The Man From London ,2007
The Man from Snowy River ,1982
The Man from the Alamo ,1953
The Man from U.N.C.L.E. ,2015
The Man from Utah ,1934
The Man I Love ,1947
The Man in the Iron Mask ,1939
The Man in the White Suit ,1951
The Man in the White Suit ,2014
The Man Who Came Back ,2008
The Man Who Came to Dinner ,1942
The Man Who Cheated Himself ,1950
The Man Who Invented Christmas ,2017
The Man Who Killed Don Quixote ,2018
The Man Who Killed Hitler and Then The Bigfoot ,2018
The Man Who Knew Infinity ,2015
The Man Who Knew Too Much ,1956
The Man Who Saved the World ,2014
The Man Who Shook the Hand of Vicente Fernandez ,2012
The Man Who Stole Banksy ,2018
The Man Who Walked Between the Towers ,2005
The Man Who Wouldn't Die ,1942
The Man with the Iron Fists 2 ,2015
The Man with the Magic Box ,2017
The Man with Two Brains ,1983
The Mangler ,1995
The Manitou ,1977
The Manor ,2018
The Mansion ,2013
The Manson Family ,2003
The Manster ,1959
The Manual ,2017
The Many Adventures of Winnie the Pooh ,1977
The Marine 2 ,2008
The Marine 3: Homefront ,2013
The Marine 4: Moving Target ,2015
The Marine 5: Battleground ,2017
The Marine 6: Close Quarters ,2018
The Marine: Homefront ,2013
The Mark ,2012
The Marksman ,2005
The Marrying Kind ,1952
The Mars Generation ,2017
The Martian ,2015
The Marva Collins Story ,1981
The Mask of Dimitrios ,1944
The Masked Saint ,2016
The Mason Brothers ,2017
The Master Blackmailer ,1992
The Matchbreaker ,2016
The Maus ,2017
The Mayor of Hell ,1933
The Maze ,2010
The Maze Runner ,2014
The Meaning of Life ,1983
The Meddler ,2015
The Medic ,2012
The Medusa Touch ,1978
The Meg ,2018
The Member of the Wedding ,1952
The Memory Book ,2014
The Men ,1950
The Menkoff Method ,2016
The Merciless ,2017
The Mercy ,2018
The Merger ,2018
The Mermaid: Lake Of the Dead ,2018
The Merry Widow ,1934
The Messenger ,2009
The Meteor Man ,1993
The Mexican ,2001
The Meyerowitz Stories (New and Selected) ,2017
The Middle Distance ,2015
The Midnight After ,2014
The Midnight Man ,2016
The Midnight Swim ,2014
The Midwife ,2015
The Midwife's Deception ,2018
The Mighty Peking Man ,1977
The Mikado ,1939
The Milky Way ,1936
The Mill and the Cross ,2011
The Million Dollar Cat ,1944
The Million Dollar Duck ,1971
The Million Dollar Hotel ,2000
The Million Eyes of Su-Muru ,1967
The Millionaire Tour ,2012
The Mimic ,2016
The Mind Reader ,1933
The Mind's Eye ,2015
The Miniver Story ,1950
The Miracle of Morgan's Creek ,1944
The Miracle of Our Lady of Fatima ,1952
The Miracle of the Bells ,1948
The Miracle Season ,2018
The Miracle Woman ,1931
The Miracle Worker ,1962
The Miracle Worker ,2000
The Mirror Crack'd ,1980
The Miseducation of Cameron Post ,2018
The Misfits ,1961
The Missing Person ,2009
The Missouri Breaks ,1976
The Mistle-Tones ,2012
The Mistress of Spices ,2005
The Mod Squad ,1999
The Model ,2016
The Moguls ,2005
The Mohican Comes Home ,2016
The Mole People ,1956
The Moment ,2016
The Mongols ,1961
The Monk and the Monkey ,2010
The Monkey King the Legend Begins ,2016
The Monkey's Paw ,2013
The Monster ,2016
The Monster Club ,1981
The Monster of Mangatiti ,2015
The Monster Project ,2017
The Monuments Men ,2014
The Moon ,2006
The Moon Is Blue ,1953
The Moon's Our Home ,1936
The More the Merrier ,1943
The Mortal Instruments: City of Bones ,2013
The Most Hated Family in America ,2007
The Most Hated Woman in America ,2017
The Most Unknown ,2018
The Motel Life ,2012
The Moth Diaries ,2011
The Mothman Prophecies ,2002
The Motive ,2017
The Mountain Between Us ,2017
The Mountain Lion and Me ,2018
The Mountain Men ,1980
The Mouse Comes to Dinner ,1945
The Mouse That Roared ,1959
The Movie Out Here ,2012
The Mule ,2014
The Mummy ,1999
The Mummy ,1959
The Mummy ,2017
The Mummy Resurrected ,2014
The Mummy's Curse ,1944
The Mummy's Ghost ,1944
The Mummy's Hand ,1940
The Muppet Christmas Carol ,1992
The Muppets Take Manhattan ,1984
The Muppets' Wizard of Oz ,2005
The Murder Pact ,2015
The Music Box ,2018
The Music Man ,2003
The Music of Silence ,2017
The Music of Strangers ,2015
The Music Teacher ,2012
The Musketeer ,2001
The Mustang ,2019
The Muthers ,1976
The Mysteries of a Hairdresser's Shop ,1923
The Myth of the American Sleepover ,2010
The Naked City ,1948
The Naked Gun 2 and a Half: The Smell of Fear ,1991
The Naked Jungle ,1954
The Naked Spur ,1953
The Naked Venus ,1959
The Namesake ,2006
The Nanny ,2017
The National Health ,1973
The National Tree ,2009
The Nativity Story ,2006
The Naughty Nineties ,1945
The Navigator ,1924
The Navigator: A Medieval Odyssey ,1988
The Navigators ,2001
The Necessary Death of Charlie Countryman ,2013
The Negotiation ,2018
The Neighbor ,2016
The Neighbor Zombie ,2010
The Neon Demon ,2016
The Nest ,1988
The Nesting ,1981
The Net 2.0 ,2006
The NeverEnding Story ,1984
The New Adventures of Pippi Longstocking ,1988
The New Age ,1994
The New Centurions ,1972
The New Daughter ,2009
The New Girlfriend ,2014
The New Kids ,1985
The New King of Comedy ,2019
The New Romantic ,2018
The New Yoda Chronicles: Clash Of The Skywalkers ,2014
The New Yoda Chronicles: Escape from the Jedi Temple ,2014
The New Yoda Chronicles: Raid on Coruscant ,2014
The Newton Boys ,1998
The Next Best Thing ,2000
The Nice Guys ,2016
The Night Before ,2015
The Night Before Christmas ,1941
The Night Comes for Us ,2018
The Night Eats the World ,2018
The Night Has Eyes ,1942
The Night of the Generals ,1967
The Night Of The Wild Boar ,2016
The Night They Saved Christmas ,1984
The Night Walker ,1964
The Night Watch ,2011
The Nightmare ,2015
The Nightmare Gallery ,2018
The Nile Hilton Incident ,2017
The Ninja Immovable Heart ,2014
